PubChem_ID,Structure_SMILES,QED,MolecularVolume,SurfaceArea,RadiusOfGyration,MolecularWeight,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,NumRings,WienerIndex,ZagrebIndex,TPSA,BalabanIndex,Kappa1,Kappa2,Kappa3,Predicted_pIC50
44461297,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(CC2CC2)CC1,0.689272673,420.1961543,524.7041716,3.820781162,420.488,2.8208,1,4,5,5,2929,170,69.3,1.342400815,19.87704225,8.227186917,4.229967324,18.1417561
45261028,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc5cc(NC(=O)c6ccc(N(CCCl)CCCl)cc6)ccc5n4C)cn3C)cn2C)cc1C(=O)NCCC(=N)N,0.035234651,868.3091179,989.571129,11.18329179,869.815,5.54287,7,11,17,6,22612,320,218.33,1.064633049,43.59489303,18.94707879,10.25309331,18.13986802
31116,CC(C)C1(NC(=O)C2C=C3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O,0.409633417,609.2951193,758.1647281,4.930565884,609.727,2.6269,3,6,5,8,6771,268,118.21,1.150763677,28.48153949,10.00506458,4.013556852,18.13806881
25132610,CCC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,0.699391694,422.1754188,510.1148544,4.613128476,422.46,2.3474,1,4,4,4,2904,164,86.37,1.558531572,20.71186027,8.670771054,4.187353528,18.13740829
130293051,CC(C)C(=O)N1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)CC1C,0.637849689,466.2016336,542.1421237,3.951511219,466.513,2.2061,1,5,4,4,3644,182,95.48,1.600137792,23.40959071,9.244653598,4.374333694,18.13065416
5482136,CC1(C(=O)N2CCOCC2)COC(c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)OC1,0.654103035,452.1859835,534.8330964,5.214714552,452.486,3.1883,1,6,4,5,3331,180,89.57,1.38675066,21.69244722,9.010606053,4.3911099,18.12863877
5329108,Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCCN1CCOCC1,0.658222502,412.1910689,503.6664474,5.635662405,412.465,2.32534,3,4,5,4,2722,160,86.46,1.510561384,20.30877451,8.411985132,4.010806448,18.12666298
5330278,Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,0.581579007,482.1429716,526.9780383,5.625273801,483.414,4.13072,2,7,4,5,2857,170,75.08,1.470874438,20.45254388,8.589138612,3.941419904,18.12664869
9549184,COc1cc(-c2nn(C3CCC(N4CCN(C(C)=O)CC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2ccccc2n1C,0.283438456,621.3175861,768.7623403,6.984142989,621.746,4.4759,2,10,6,7,8753,256,136.43,1.126034228,29.72505998,12.08645845,5.317699628,18.12522279
10259285,N=C(N)c1ccc(C(=O)NCC2CCN(C(=O)OC3CCCC(OC(=O)N4CCC(CNC(=O)c5ccc(C(=N)N)cc5)CC4)CCC3)CC2)cc1,0.154310418,716.4009814,923.4875962,9.440309756,716.884,4.20314,6,8,10,5,16044,264,217.02,0.931895003,38.09935939,18.38020255,10.92908758,18.12521732
5330284,Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cn3)ncc12,0.586054905,483.1382206,523.9854599,4.997850336,484.402,3.52572,2,8,4,5,2857,170,87.97,1.470874438,20.38644034,8.547345697,3.918008987,18.12407263
46844147,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(C)c1ccccc1C(=O)N2C,0.63675441,459.2382732,560.0484937,5.598979249,459.554,3.3385,1,8,4,5,3608,186,77.07,1.450464783,21.96762057,8.828848842,3.877835714,18.12294943
17756618,CNC(C)C(=O)NC1CCCCC2CCC(C(=O)NC(c3ccccc3)c3cn(CCCCc4ccc(CCCCn5cc(C(NC(=O)C6CCC7CCCCC(NC(=O)C(C)NC)C(=O)N76)c6ccccc6)nn5)cc4)nn3)N2C1=O,0.04272576,1120.669826,1500.774324,8.799526559,1121.446,5.3792,6,14,24,9,51853,428,242.5,0.733985453,59.30654275,28.58818696,14.83086659,18.12052165
5330348,Cc1cc(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCN(CCO)CC4)cc3)ncc12,0.599301059,448.2586743,574.2286274,5.769181991,448.571,3.07292,2,8,6,5,3621,178,86.52,1.349315336,21.85372661,9.487885716,4.582876831,18.12006774
56944164,CC1(c2cc(F)cc(F)c2)CNC2(CCCC2)C(=O)N1CC(=O)Nc1cnc2c(c1)CC1(C2)C(=O)Nc2ncccc21,0.441857138,572.2347453,648.6831368,5.657404053,572.616,3.342,3,6,4,7,6181,246,116.32,1.143902488,26.6364,9.383320431,4.010600958,18.11992345
46217451,COC1C(=O)OC(C)C(C)C=C(C)CC(C)C(=O)NC(C)C(=O)N(C)C(Cc2c[nH]c3ccccc23)C(=O)NC1c1ccc(O)cc1,0.245502501,646.3366498,830.5002881,4.744130513,646.785,4.1741,4,7,4,4,7441,242,150.06,1.795741304,35.21850527,15.29924821,8.395865234,18.11638749
9889396,O=c1[nH]c2c(c3ccccc13)Cc1cc(S(=O)(=O)NCCCN3CCOCC3)ccc1-2,0.449161669,439.1565773,524.0548037,5.411221394,439.537,2.0999,2,5,6,5,2987,172,91.5,1.328874294,20.38644034,8.198369114,3.918008987,18.11599167
10833766,O=C(NO)C1Cc2ccccc2CN1S(=O)(=O)c1ccc2ccccc2c1,0.538155701,382.0987281,431.3587474,3.830649109,382.441,2.4608,2,4,3,4,1718,148,86.71,1.804741161,17.66275782,6.77020132,3.097385566,18.10546324
11430774,C[n+]1cc(NC(=O)c2cccc(C(=O)Nc3cc4ccccc4[n+](C)c3)n2)cc2ccccc21,0.41213466,449.1840778,514.6010207,5.198190587,449.514,3.5416,2,3,4,5,3899,184,78.85,1.357832699,21.20911542,8.707498545,4.186425525,18.09931846
162524593,CNC(=O)c1ccc(N2CCN(Cc3ccc4nc(C)c(=O)[nH]c4c3F)CC2)c(F)n1,0.613266562,428.1772304,496.2142705,5.720469179,428.443,1.58652,2,6,4,4,3090,166,94.22,1.450322187,20.85592721,8.383625731,4.107742245,18.09677998
65906,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0.523437207,432.2073876,531.7572593,4.771760812,432.503,3.4122,1,6,5,5,3107,174,70.05,1.380374038,20.23540658,8.452068205,3.954767309,18.09430401
78318226,Cn1c2c(cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c1=O)-c1cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c1CC(O)C2,0.291644231,664.2809465,774.0142056,6.852107863,664.738,4.2585,2,10,4,7,9775,276,131.58,1.286975755,32.35213626,12.35484037,5.909618084,18.0942913
11569967,Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1,0.580560863,451.2495868,571.8890121,5.289938745,451.55,2.50742,3,7,6,5,3549,182,99.41,1.30957063,21.63554497,8.62491165,4.245718836,18.09127154
138911323,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(Cc5cn(CCOCCNc6cccc7c6C(=O)N(C6CCC(=O)NC6=O)C7=O)nn5)CC4)cn3)nc2n(C2CCCC2)c1=O,0.07798653,871.3877909,1027.75874,10.13323305,871.96,2.99982,3,18,15,9,27376,352,231.77,0.716684201,42.37477169,18.04640293,8.445573891,18.09068753
153585421,CC(NC(=O)Cn1nc2cccc(N3CCOCC3C)n2c1=O)c1ccc(Cl)c(F)c1,0.649222811,447.1473455,518.5770622,5.384743076,447.898,2.391,1,7,5,4,2896,166,80.87,1.55048877,21.32692812,8.680480124,4.284392722,18.09017579
5330045,CN(C)C1CCCN(C(=O)c2ccc(-c3[nH]nc4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)s2)C1,0.349889307,549.2158235,637.4899339,6.353960346,549.657,2.8845,3,8,5,6,5482,216,122.9,1.214749204,25.68488766,10.53082305,4.844047165,18.08999934
9826083,CN1CCN(c2ccc3c(n2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1,0.46826043,472.2499211,589.7958194,5.208619579,472.572,4.1229,1,8,5,6,3754,194,75,1.435482222,21.91085974,9.220645243,4.432985171,18.08370573
117609751,Cn1cc(-c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2F)cc(N2CCOCC2)c1=O,0.572006156,475.1519044,523.2976796,5.32755528,475.442,4.2991,1,5,4,4,3660,182,63.57,1.649659306,23.49657732,9.298938574,4.961792589,18.08329353
443301,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n(C2CCCC2)c1=O,0.578999077,446.2430242,565.7406049,5.400780187,446.555,3.57082,2,8,5,5,3345,180,92.15,1.507758547,21.5786532,8.938983084,4.106572161,18.08300561
72163100,CC1C(c2c(F)ccc(F)c2F)CC(NC(=O)c2cnc3c(c2)CC2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,0.347500779,603.1705089,622.9122869,5.943671139,603.523,3.9479,2,5,4,6,6501,246,104.29,1.280722192,28.6213082,10.0570197,4.776556908,18.08294957
44407888,CCN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,0.73801861,394.1805042,488.6795082,3.941146782,394.45,2.4307,1,4,4,4,2368,154,69.3,1.603647277,19.26485819,8.126207151,3.909545704,18.0813094
44293971,Cc1cccc2c1N(CC(=O)N1CC3CCC(CC3)C1)C(=O)C(NC(=O)Nc1cccc(C(=O)O)c1)N=C2c1ccccc1F,0.368235947,611.2543974,711.5674277,5.265577494,611.674,4.81272,3,5,6,7,6946,244,131.41,1.370857831,29.98705517,12.50890183,6.286091967,18.08013795
134457974,CCN1C(=O)c2ccccc2N(C)c2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc21,0.600846947,473.2539232,587.8245183,5.620304207,473.581,3.7286,1,8,5,5,3871,190,77.07,1.465436229,22.91828022,9.420106421,4.230445895,18.07849825
9823787,CC(C)Oc1ccc2c(c1)CCc1c-2c2c(c3c4ccccc4n(CCO)c13)CNC2=O,0.501999681,426.1943427,524.7359935,4.529417602,426.516,4.583,2,4,4,6,2579,186,63.49,1.724531966,19.38092218,7.104993847,2.639605291,18.07598514
9804938,CNC(=O)c1cccc(-c2ccc3c(N4C5CCC4COC5)nc(N4CCOCC4C)nc3n2)c1,0.617098177,474.2379388,583.5124451,5.058112538,474.565,2.6441,1,8,4,6,3577,196,92.71,1.483755728,22.18216261,9.050584374,3.98093903,18.07210654
25132258,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCN(CCO)CC1,0.651999344,424.1910689,512.8492283,5.023469485,424.476,1.7932,2,5,5,4,2865,162,89.53,1.573260527,21.1442266,9.363166962,4.648334035,18.07186658
507811,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-c3cccs3)ccc(F)c12,0.365681039,461.1209407,526.1207513,5.513984758,461.518,4.2028,1,4,4,5,3443,180,73.48,1.339069478,21.08603748,8.63077972,3.824885558,18.07082779
11467558,O=C(NC1N=C(c2ccccc2)c2ccccc2N(CC(F)(F)F)C1=O)N1CCC(N2CCc3ccccc3NC2=O)CC1,0.437750984,604.2409735,688.4012583,6.182201294,604.633,5.0232,2,4,4,6,7152,240,97.35,1.197086599,29.21296266,12.02042044,6.101169061,18.06986778
73755260,Cn1cc(C2=C(c3cn(CCCO)c4ccccc34)C(=O)NC2=O)c2ccccc21,0.506574139,399.1582915,491.1768865,3.866731927,399.45,3.0826,2,5,5,5,2234,168,76.26,1.805303704,18.39248328,7.001917067,2.685166988,18.06789734
10094219,CC(=O)N1CCN(CCOc2ccc3[nH]c(-c4cc5ccccc5[nH]c4=O)cc3c2)CC1,0.509469575,430.2004907,532.2035099,6.073417702,430.508,3.2193,2,4,5,5,3524,174,81.43,1.271204563,20.32979285,8.51157593,4.113793283,18.06660849
5330298,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCN(C)CC4)cn3)nc2n(C2CCCC2)c1=O,0.578385833,461.2539232,584.668741,5.59533508,461.57,3.30802,1,9,5,5,3689,186,96.25,1.477146935,22.46162567,9.134736182,4.156575667,18.06572813
44281956,CC1C=C(NC(=O)C2=CC(NC(=O)C3=CC(N(C)C(=O)c4ccc(C(=O)N(C)C5=CC(C)C(C(=O)NC6=CC(C)C(C(=O)NC7=CC(C)C(C(=O)NCCCN(C)C)=C7)=C6)=C5)cc4)=CC3C)=CC2C)C=C1C(=O)NCCCN(C)C,0.083490914,1088.584759,1447.333421,12.90176869,1089.352,5.1912,6,10,22,7,50370,420,221.7,0.883769805,59.44135392,25.71019663,14.32934078,18.06356958
71711915,Nc1ncc(-c2ccc(C(=O)N3CCNCC3)cc2)nc1-c1ccc(C(F)(F)F)cc1,0.668972409,427.1619949,490.4646143,5.339412814,427.43,3.457,2,5,3,4,3040,166,84.14,1.584272887,20.79829374,8.347504307,4.508503121,18.06291205
50515,O=C1NC(Cc2c[nH]c3ccccc23)C(=O)N2CCCC12,0.869519084,283.1320768,362.3550434,3.617818176,283.331,1.1998,2,2,2,4,899,118,65.2,1.617633489,12.44138334,4.616477289,1.917501945,18.06267939
18397350,NCCc1ccc(CC(=O)N2CCN(C(=O)OC3CCCC(OC(=O)N4CCN(C(=O)Cc5ccc(CCN)cc5)CC4)CCC3)CC2)cc1,0.386162536,690.4104834,936.3108457,9.91080827,690.886,3.1272,2,8,10,5,14022,252,151.74,0.955839022,37.10391612,18.72556871,10.91918067,18.05752786
22336133,CC(Oc1ccccc1)C(=O)N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,0.442164239,496.2110554,607.5205101,6.069742859,496.567,3.2658,1,5,6,5,5134,196,95.6,1.218022124,24.24397573,10.65662338,5.377554237,18.05332226
507812,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-c3ccccn3)ccc(F)c12,0.376034821,456.1597688,524.8579157,5.410045858,456.477,3.5363,1,4,4,5,3749,184,86.37,1.347389505,21.51229275,8.897288872,3.831601914,18.05194496
16681693,CCN1CCN(c2ccc(C(C)(C)NC(=O)c3cc4[nH]c5ccccc5c(=O)c4cc3F)cn2)CC1,0.415787698,487.2383534,590.1665332,5.584693042,487.579,4.0224,2,5,5,5,4511,198,81.33,1.372179958,23.93836263,9.350374685,4.441370405,18.05189966
5329249,Cc1cc(C(=O)N2CCOCC2)[nH]c1C=C1C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21,0.504608091,470.2066387,560.9644979,5.427823575,470.533,3.31052,3,6,4,6,3909,196,112.24,1.327041965,21.54645131,8.663559141,3.973195375,18.05019788
25138069,CNC(C)C(=O)NC1CCCCC2CCC(C(=O)NC3CCCc4ccccc43)N2C1=O,0.654825361,440.278741,618.6521987,4.506152132,440.588,2.2065,3,4,5,4,2941,168,90.54,1.490317726,22.77217722,10.02610239,4.675820235,18.0487508
23648426,O=C(NC1CCCCC1O)C1CN(Cc2ccc(-n3cccn3)cc2)c2ccccc2O1,0.647891529,432.2161408,551.0315234,4.80893808,432.524,3.0596,2,6,5,5,3145,172,79.62,1.314928983,20.57534959,9.042240241,4.33880123,18.04641988
44317610,O=C(NC1Cc2ccccc2C2CCCC(C(=O)O)N2C1=O)C(S)Cc1ccccc1,0.626842486,438.1613283,532.7967731,4.671047256,438.549,2.7754,3,4,5,4,2603,164,86.71,1.59290953,21.43274162,9.138914559,4.464668479,18.04606262
24995073,CC1CN(C(=O)c2ccccc2)CCN1C(=O)C(=O)c1ccc(-c2ccn[nH]2)cc1F,0.519512567,420.1597688,497.3375697,5.109416253,420.444,2.7716,1,4,4,4,2977,164,86.37,1.449854321,20.46227789,8.510279629,4.093043203,18.04558324
68748835,CC1C(c2ccccc2)CC(NC(=O)c2cnc3c(c2)CC2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,0.518443002,549.1987744,618.8097628,5.872049089,549.553,3.5306,2,5,4,6,5459,228,104.29,1.245774617,25.96900707,9.424923443,4.386398384,18.04531424
91895845,CC(c1ccc(-c2cccc(-c3noc(C4CC4)n3)c2)cc1)C([NH3+])C(=O)N1CCC(F)C1,0.641348261,435.2190808,566.6736852,5.744787712,435.523,3.5654,1,4,6,5,3388,176,86.87,1.300567621,20.82112257,8.466300021,4.169074436,18.04164563
44631912,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,0.638012176,434.2542576,563.8766556,5.652355787,434.548,2.7964,2,8,5,5,3161,174,91.21,1.433048267,20.68875669,8.738936643,3.997802001,18.04114428
25133976,CC(=O)N1CCCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,0.702114986,422.1754188,502.2867054,4.716967293,422.46,2.3474,1,4,3,4,2837,164,86.37,1.594231371,20.71186027,8.670771054,4.327038834,18.04096028
44337979,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc2ccccc2c1,0.589704638,423.1252772,478.667937,5.427986601,423.494,1.8683,2,6,6,4,2854,158,101.03,1.377967197,20.15533768,8.706448436,4.231298447,18.04074022
5327928,O=C1NC(=O)C(c2cn(CCCO)c3ccccc23)=C1c1c[nH]c2ccccc12,0.461563285,385.1426415,462.9990419,3.803955168,385.423,3.0722,3,4,5,5,2054,162,87.12,1.787576699,17.45788847,6.755226042,2.684211455,18.03741976
128389,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1I,0.464298708,521.0975533,512.5303764,5.086450949,521.374,3.8217,1,4,6,4,2833,160,52.65,1.310285008,21.24037461,9.013333333,4.227367326,18.03682172
165112221,CN(C(=O)C(=O)Nc1ccc(C(F)(F)F)cc1C(F)(F)F)C(CC1CC1)C(=O)N1CC2(CC1C#N)C(=O)Nc1ccccc12,0.380971401,621.1810736,657.5916919,4.997895139,621.538,4.30438,2,5,5,5,6947,246,122.61,1.389973119,30.83492559,10.83196161,5.557348142,18.03487479
44405654,Cc1cc(O)cc(C)c1CC(N)C(=O)N1Cc2ccccc2CC1C(=O)NCCCCCCNC(=O)C1Cc2ccccc2CN1,0.196020802,625.362805,816.068269,6.204182323,625.814,3.33964,5,6,12,5,9916,238,136.79,1.067157418,33.16183047,15.38457926,8.134674179,18.03003114
91895733,CC(c1ccc(-c2ccc(=O)n(-c3ccc(F)cc3)c2)cc1)C([NH3+])C(=O)N1CCC(F)C1,0.665567326,438.1987599,540.5104798,5.122857898,438.498,2.928,1,3,5,4,3325,170,69.95,1.532954719,21.89479951,9.042240241,4.478348516,18.0282991
155207651,O=C1CCC(N2C(=O)c3cccc4c(Cc5ccc(CN6CCOCC6)cc5)ccc2c34)C(=O)N1,0.581482104,469.2001563,568.2889129,5.463396868,469.541,3.0282,1,5,5,6,4049,196,78.95,1.270177523,21.94826415,8.907629134,4.004662699,18.02713582
60168030,Cc1ccc(C(=O)N2CCc3c(n(Cc4ccc(O)cc4)c4ccccc34)C2)c(O)c1,0.516547888,412.1786926,512.8799309,4.470874182,412.489,4.60772,2,4,3,5,2655,172,65.7,1.535918062,19.2464006,7.50756934,3.419454034,18.0266835
10237960,O=c1c2cc(C#CCc3ccccc3)ccc2ncn1Cc1ccc(-c2nn[nH]n2)cc1,0.452845222,418.1542092,484.7297408,5.917421449,418.46,3.2191,1,6,4,5,3507,170,89.35,1.385282149,19.39685735,8.658392256,4.15612026,18.02660782
44516953,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,0.409462391,615.3281508,768.2198443,7.814810849,615.739,3.022,2,10,7,6,9290,238,128.29,1.07434733,30.68573641,14.18419923,7.670009592,18.02628672
11295207,CC(C)CC1C(=O)NC(C2Cc3ccccc3C2)C(=O)N1C(C(=O)N1CC(O)C1)c1ccc(F)cc1F,0.623395853,511.2282629,641.6111082,4.533647734,511.569,2.3657,2,4,6,5,3835,204,89.95,1.561404902,25.32504029,9.852475382,4.722289115,18.02394675
23725625,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,0.68309163,434.1754188,526.953392,5.02990801,434.471,2.3474,1,4,4,5,3188,176,86.37,1.342397518,20.35811513,8.180995217,3.879817335,18.02270951
126274,O=C1NC2=C(C(=O)c3ccccc32)C(c2ccccc2)N1,0.840902266,276.0898776,320.7550748,3.25318536,276.295,2.6481,2,2,1,4,819,118,58.2,1.909957933,11.9063292,4.312039813,1.690270085,18.02250511
78357766,Cc1nc(Nc2cnn(C3CCNCC3)c2)nc2c1N(C)C(=O)c1cc3ccccc3cc1N2C,0.466493276,468.2386075,571.1640718,5.50465261,468.565,4.16072,2,8,3,6,3747,198,91.21,1.387777956,21.54645131,8.351497049,3.680864714,18.02043533
121305407,CN1C(=O)CCc2c1ccc(-c1[nH]ncc1CC1CCN(C(=O)c3ccnn3C)CC1)c2F,0.662185203,450.2179523,543.879489,5.12641548,450.518,2.9532,1,5,4,5,3516,182,87.12,1.295638925,21.36066596,8.457142747,3.810841294,18.01978111
54759606,Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1NC(=O)CCN1CCN(C)CC1,0.643883356,425.2227034,543.4287834,5.320320647,425.508,2.83934,3,4,5,4,3034,166,80.47,1.46884885,21.26922365,8.643953703,4.546539882,18.01899568
9365,N#Cc1ccc(N2CCN(C(=O)COc3ccc4[nH]cc(CCN)c4c3)CC2)cc1,0.657900153,403.200825,516.4667938,5.884987775,403.486,2.26838,2,5,6,4,2998,156,98.38,1.309277734,19.80077564,8.887429235,4.238429008,18.01849625
117709184,CC(C)(NC(=O)C1C2CNCC21)c1[nH]nc2c(F)cccc12,0.80491385,302.1542894,376.1480456,3.751655903,302.353,1.5187,3,3,3,4,1045,128,69.81,1.593784387,13.6950139,4.521400394,1.93679879,18.01748523
24898024,CCN1CCN(c2cc(C)c3cc(NC(=O)c4cc(=O)c5ccccc5o4)ccc3n2)CC1,0.513898494,442.2004907,531.8230714,6.014412703,442.519,4.04382,1,6,4,5,3600,180,78.68,1.388708879,21.15230384,8.672062167,4.192758946,18.01244395
5329240,Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1C=C1C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21,0.478061535,495.1585789,542.32993,5.472087243,495.946,3.52952,3,6,4,5,3939,192,106.25,1.467579749,23.00397036,9.121377497,4.375576137,18.01145136
132947,CN(CCCCCCCCN(C)CCCCCCN(CC(=O)N1c2ccccc2C(=O)Nc2cccnc21)CC(=O)N1c2ccccc2C(=O)Nc2cccnc21)CCCCCCNCC(=O)N1c2ccccc2C(=O)Nc2cccnc21,0.032289758,1123.611977,1398.004674,10.8816961,1124.405,10.1798,4,13,29,9,56277,428,208.65,0.651381128,59.39378974,29.65703775,15.46107758,18.00894771
11751106,O=C(NO)C1CC(CC(=O)N2CCCC2)CCC1C(=O)N1CCN(c2ccccc2)CC1,0.536618151,442.2580056,579.6433592,5.118664543,442.56,1.8856,2,5,5,4,3222,166,93.19,1.348471624,22.57919608,10.33782299,5.061456934,18.00864214
44358923,CC1CN(Cc2cccn2S(=O)(=O)c2ccccc2)CCC1(C)c1cccc(C(N)=O)c1,0.620240207,451.1929628,559.0726172,4.925526972,451.592,3.6237,1,5,6,4,3100,174,85.4,1.522305015,22.29952252,8.560160693,4.100202114,18.00862867
124221352,O=C1NNC(Cc2ccc(F)c(C(=O)N3CCN(C(=O)c4ccc(Cl)nc4)CC3)c2)C2CCCCC12,0.613082957,513.1942957,598.4451088,5.61798001,514.001,2.8242,2,5,4,5,4558,194,94.64,1.230748863,24.6454538,10.52118828,5.08031645,18.00745183
24754886,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC1c2ccccc2-c2ccccc21)C(C)(C)C,0.597927703,476.278741,636.0184021,4.267912948,476.621,3.0024,3,4,6,4,3708,188,90.54,1.549252685,24.9194825,9.817102272,4.823876192,18.00584578
11248095,O=c1[nH]c2c(c3ccccc13)Cc1cc(S(=O)(=O)NCCCN3CCOCC3)c(F)cc1-2,0.433549898,457.1471555,521.7773015,5.591458872,457.527,2.239,2,5,6,5,3169,178,91.5,1.373807218,21.26593787,8.399547878,3.856356269,18.00473872
56649297,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCn2nc(C(F)(F)F)nc2C1,0.462835391,472.1270866,486.92676,5.658687792,472.402,2.9193,1,6,3,5,3680,190,96.77,1.414544362,21.73987371,8.044373776,3.908486844,18.00390778
5330289,Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CC(C)NC(C)C4)cn3)ncc12,0.539059416,511.1695207,570.8954887,5.921407508,512.456,4.30272,2,8,4,5,3431,182,87.97,1.440474736,22.28103735,9.022572337,4.357043023,18.00363038
71626523,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4CCN2CCCCC2)C1,0.905463979,364.2263115,483.1429463,4.103327597,364.493,3.5471,1,4,3,5,1656,156,49.63,1.648058896,16.99218976,6.195899332,2.795843941,18.00354802
